861,"New Tempe Airport","Bloemfontein","South Africa",-29.0329,26.1576
862,"Tutuka Power Station Airport","Tutuka","South Africa",-26.7766,29.3388
863,"Tzaneen Airport","Tzaneen","South Africa",-23.8244,30.3293
864,"Prince Mangosuthu Buthelezi Airport","Ulundi","South Africa",-28.3206,31.4165
865,"Pierre Van Ryneveld Airport","Upington","South Africa",-28.3991,21.2602
866,"K. D. Matanzima Airport","Umtata","South Africa",-31.5464,28.6734
867,"Vryburg Airport","Vryburg","South Africa",-26.9824,24.7288
868,"Virginia Airport","Durban","South Africa",-29.7706,31.0584
869,"Vredendal Airport","Vredendal","South Africa",-31.641,18.5448
870,"Vereeniging Airport","Vereeniging","South Africa",-26.5664,27.9608
871,"Wonderboom Airport","Pretoria","South Africa",-25.6539,28.2242
872,"Witbank Airport","Witbank","South Africa",-25.8323,29.192
873,"Waterkloof Air Force Base","Waterkloof","South Africa",-25.83,28.2225
874,"Welkom Airport","Welkom","South Africa",-27.9968,26.6633
875,"Ysterplaat Air Force Base","Ysterplaat","South Africa",-33.9002,18.4983
876,"Zeerust Airport","Zeerust","South Africa",-25.599,26.0423
877,"Francistown Airport","Francistown","Botswana",-21.1596,27.4745
878,"Jwaneng Airport","Jwaneng","Botswana",-24.6023,24.691
879,"Kasane Airport","Kasane","Botswana",-17.8329,25.1624
880,"Maun Airport","Maun","Botswana",-19.9726,23.4311
881,"Sir Seretse Khama International Airport","Gaberone","Botswana",-24.5552,25.9182
882,"Selebi Phikwe Airport","Selebi-phikwe","Botswana",-22.0583,27.8288
883,"Maya-Maya Airport","Brazzaville","Congo (Brazzaville)",-4.2517,15.253
884,"Owando Airport","Owando","Congo (Kinshasa)",-0.53135,15.9501
885,"Ouesso Airport","Ouesso","Congo (Kinshasa)",1.61599,16.0379
886,"Pointe Noire Airport","Pointe-noire","Congo (Brazzaville)",-4.81603,11.8866
887,"Matsapha Airport","Manzini","Swaziland",-26.529,31.3075
888,"Bangui M'Poko International Airport","Bangui","Central African Republic",4.39848,18.5188
889,"Berbérati Airport","Berberati","Central African Republic",4.22158,15.7864
890,"Bata Airport","Bata","Equatorial Guinea",1.90547,9.80568
891,"Malabo Airport","Malabo","Equatorial Guinea",3.75527,8.70872
892,"RAF Ascension Island","Wide Awake","Saint Helena",-7.9696,-14.3937
893,"Sir Seewoosagur Ramgoolam International Airport","Plaisance","Mauritius",-20.4302,57.6836
894,"Sir Charles Gaetan Duval Airport","Rodriguez Island","Mauritius",-19.7577,63.361
895,"Diego Garcia Naval Support Facility","Diego Garcia Island","British Indian Ocean Territory",-7.31327,72.4111
896,"Tiko Airport","Tiko","Cameroon",4.08919,9.36053
897,"Douala International Airport","Douala","Cameroon",4.00608,9.71948
898,"Salak Airport","Maroua","Cameroon",10.4514,14.2574
899,"Foumban Nkounja Airport","Foumban","Cameroon",5.63692,10.7508
900,"N'Gaoundéré Airport","N'gaoundere","Cameroon",7.35701,13.5592
901,"Garoua International Airport","Garoua","Cameroon",9.33589,13.3701
902,"Bafoussam Airport","Bafoussam","Cameroon",5.53692,10.3546
903,"Bamenda Airport","Bamenda","Cameroon",6.03924,10.1226
904,"Yaoundé Airport","Yaounde","Cameroon",3.83604,11.5235
905,"Kasompe Airport","Kasompe","Zambia",-12.5728,27.8939
906,"Livingstone Airport","Livingstone","Zambia",-17.8218,25.8227
907,"Kenneth Kaunda International Airport Lusaka","Lusaka","Zambia",-15.3308,28.4526
908,"Mfuwe Airport","Mfuwe","Zambia",-13.2589,31.9366
909,"Mongu Airport","Mongu","Zambia",-15.2545,23.1623
910,"Simon Mwansa Kapwepwe International Airport","Ndola","Zambia",-12.9981,28.6649
911,"Southdowns Airport","Southdowns","Zambia",-12.9005,28.1499
912,"Prince Said Ibrahim International Airport","Moroni","Comoros",-11.5337,43.2719
913,"Mohéli Bandar Es Eslam Airport","Moheli","Comoros",-12.2981,43.7664
914,"Ouani Airport","Anjouan","Comoros",-12.1317,44.4303
915,"Dzaoudzi Pamandzi International Airport","Dzaoudzi","Mayotte",-12.8047,45.2811
916,"Roland Garros Airport","St.-denis","Reunion",-20.8871,55.5103
917,"Pierrefonds Airport","St.-pierre","Reunion",-21.3209,55.425
918,"Ivato Airport","Antananarivo","Madagascar",-18.7969,47.4788
919,"Miandrivazo Airport","Miandrivazo","Madagascar",-19.5628,45.4508
920,"Sainte Marie Airport","Sainte Marie","Madagascar",-17.0939,49.8158
921,"Toamasina Airport","Toamasina","Madagascar",-18.1095,49.3925
922,"Morondava Airport","Morondava","Madagascar",-20.2847,44.3176
923,"Arrachart Airport","Antsiranana","Madagascar",-12.3494,49.2917
924,"Mananara Nord Airport","Mananara","Madagascar",-16.1639,49.7738
925,"Andapa Airport","Andapa","Madagascar",-14.6517,49.6206
926,"Ambilobe Airport","Ambilobe","Madagascar",-13.1884,48.988
927,"Antsirabato Airport","Antalaha","Madagascar",-14.9994,50.3202
928,"Analalava Airport","Analalava","Madagascar",-14.6297,47.7638
929,"Amborovy Airport","Mahajanga","Madagascar",-15.6668,46.3512
930,"Fascene Airport","Nosy-be","Madagascar",-13.3121,48.3148
931,"Besalampy Airport","Besalampy","Madagascar",-16.7445,44.4825
932,"Maroantsetra Airport","Maroantsetra","Madagascar",-15.4367,49.6883
933,"Sambava Airport","Sambava","Madagascar",-14.2786,50.1747
934,"Vohimarina Airport","Vohemar","Madagascar",-13.3758,50.0028
935,"Ambalabe Airport","Antsohihy","Madagascar",-14.8988,47.9939
936,"Ampampamena Airport","Ampampamena","Madagascar",-13.4848,48.6327
937,"Tôlanaro Airport","Tolagnaro","Madagascar",-25.0381,46.9561
938,"Fianarantsoa Airport","Fianarantsoa","Madagascar",-21.4416,47.1117
939,"Farafangana Airport","Farafangana","Madagascar",-22.8053,47.8206
940,"Manakara Airport","Manakara","Madagascar",-22.1197,48.0217
941,"Mananjary Airport","Mananjary","Madagascar",-21.2018,48.3583
942,"Morombe Airport","Morombe","Madagascar",-21.7539,43.3755
943,"Toliara Airport","Toliara","Madagascar",-23.3834,43.7285
944,"Mbanza Congo Airport","M'banza-congo","Angola",-6.2699,14.247
945,"Benguela Airport","Benguela","Angola",-12.609,13.4037
946,"Cabinda Airport","Cabinda","Angola",-5.59699,12.1884
948,"Nova Lisboa Airport","Huambo","Angola",-12.8089,15.7605
949,"Kuito Airport","Kuito","Angola",-12.4046,16.9474
950,"Lobito Airport","Lobito","Angola",-12.3712,13.5366
951,"Quatro de Fevereiro Airport","Luanda","Angola",-8.85837,13.2312
952,"Malanje Airport","Malanje","Angola",-9.52509,16.3124
953,"Menongue Airport","Menongue","Angola",-14.6576,17.7198
955,"Negage Airport","Negage","Angola",-7.75451,15.2877
956,"Porto Amboim Airport","Porto Amboim","Angola",-10.722,13.7655
957,"Saurimo Airport","Saurimo","Angola",-9.68907,20.4319
958,"Soyo Airport","Soyo","Angola",-6.14109,12.3718
959,"Lubango Airport","Lubango","Angola",-14.9247,13.575
960,"Luena Airport","Luena","Angola",-11.7681,19.8977
961,"Uige Airport","Uige","Angola",-7.60307,15.0278
962,"Xangongo Airport","Xangongo","Angola",-16.7554,14.9653
963,"Oyem Airport","Oyem","Gabon",1.54311,11.5814
964,"Okondja Airport","Okondja","Gabon",-0.665214,13.6731
965,"Lambarene Airport","Lambarene","Gabon",-0.704389,10.2457
966,"Bitam Airport","Bitam","Gabon",2.07564,11.4932
967,"Port Gentil Airport","Port Gentil","Gabon",-0.711739,8.75438
968,"Omboue Hopital Airport","Omboue Hospial","Gabon",-1.57473,9.26269
969,"Makokou Airport","Makokou","Gabon",0.579211,12.8909
970,"Libreville Leon M'ba International Airport","Libreville","Gabon",0.4586,9.41228
971,"M'Vengue El Hadj Omar Bongo Ondimba International Airport","Franceville","Gabon",-1.65616,13.438
972,"Principe Airport","Principe","Sao Tome and Principe",1.66294,7.41174
973,"São Tomé International Airport","Sao Tome","Sao Tome and Principe",0.378175,6.71215
974,"Beira Airport","Beira","Mozambique",-19.7964,34.9076
976,"Inhambane Airport","Inhambane","Mozambique",-23.8764,35.4085
977,"Lichinga Airport","Lichinga","Mozambique",-13.274,35.2663
978,"Lumbo Airport","Lumbo","Mozambique",-15.0331,40.6717
979,"Maputo Airport","Maputo","Mozambique",-25.9208,32.5726
980,"Mueda Airport","Mueda","Mozambique",-11.6729,39.5631
981,"Mocímboa da Praia Airport","Mocimboa Da Praia","Mozambique",-11.3618,40.3549
982,"Marrupa Airport","Marrupa","Mozambique",-13.2251,37.5521
983,"Nacala Airport","Nacala","Mozambique",-14.4882,40.7122
984,"Nampula Airport","Nampula","Mozambique",-15.1056,39.2818
985,"Pemba Airport","Pemba","Mozambique",-12.9918,40.524
986,"Quelimane Airport","Quelimane","Mozambique",-17.8555,36.8691
987,"Songo Airport","Songo","Mozambique",-15.6027,32.7732
988,"Chingozi Airport","Tete","Mozambique",-16.1048,33.6402
989,"Ulongwe Airport","Ulongwe","Mozambique",-14.7046,34.3524
990,"Vilankulo Airport","Vilankulu","Mozambique",-22.0184,35.3133
991,"Alphonse Airport","Alphonse","Seychelles",-7.00478,52.7262
992,"Desroches Airport","Desroches","Seychelles",-5.6967,53.6558
993,"Farquhar Airport","Farquhar","Seychelles",-10.1096,51.1761
994,"Seychelles International Airport","Mahe","Seychelles",-4.67434,55.5218
995,"Praslin Airport","Praslin","Seychelles",-4.31929,55.6914
996,"Coetivy Airport","Coetivy","Seychelles",-7.13457,56.2782
997,"Abeche Airport","Abeche","Chad",13.847,20.8443
998,"Moundou Airport","Moundou","Chad",8.62441,16.0714
999,"N'Djamena International Airport","N'djamena","Chad",12.1337,15.034
1000,"Faya Largeau Airport","Faya-largeau","Chad",17.9171,19.1111
1001,"Joshua Mqabuko Nkomo International Airport","Bulawayo","Zimbabwe",-20.0174,28.6179
1002,"Charles Prince Airport","Harare","Zimbabwe",-17.7516,30.9247
1003,"Buffalo Range Airport","Chiredzi","Zimbabwe",-21.0081,31.5786
1004,"Victoria Falls International Airport","Victoria Falls","Zimbabwe",-18.0959,25.839
1005,"Robert Gabriel Mugabe International Airport","Harare","Zimbabwe",-17.9318,31.0928
1006,"Kariba International Airport","Kariba","Zimbabwe",-16.5198,28.885
1007,"Mutoko Airport","Mutoko","Zimbabwe",-17.4319,32.1845
1008,"Mutare Airport","Mutare","Zimbabwe",-18.9975,32.6272
1009,"Masvingo International Airport","Masvingo","Zimbabwe",-20.0553,30.8591
1010,"Zvishavane Airport","Zvishavane","Zimbabwe",-20.2895,30.0882
1011,"Thornhill Air Base","Gwert","Zimbabwe",-19.4364,29.8619
1012,"Hwange National Park Airport","Hwange National Park","Zimbabwe",-18.6299,27.021
1013,"Chileka International Airport","Blantyre","Malawi",-15.6791,34.974
1014,"Karonga Airport","Karonga","Malawi",-9.95357,33.893
1015,"Kasungu Airport","Kasungu","Malawi",-13.0146,33.4686
1016,"Lilongwe International Airport","Lilongwe","Malawi",-13.7894,33.781
1017,"Mzuzu Airport","Mzuzu","Malawi",-11.4447,34.0118
1018,"Moshoeshoe I International Airport","Maseru","Lesotho",-29.4623,27.5525
1019,"Mejametalana Airbase","Maseru","Lesotho",-29.3041,27.5035
1020,"Ndjili International Airport","Kinshasa","Congo (Kinshasa)",-4.38575,15.4446
1021,"Ndolo Airport","Kinshasa","Congo (Kinshasa)",-4.32666,15.3275
1022,"Muanda Airport","Muanda","Congo (Kinshasa)",-5.93086,12.3518
1023,"Kitona Base Airport","Kitona Base","Congo (Kinshasa)",-5.91806,12.4477
1024,"Bandundu Airport","Bandoundu","Congo (Kinshasa)",-3.31132,17.3817
1025,"Kikwit Airport","Kikwit","Congo (Kinshasa)",-5.03577,18.7856
1026,"Mbandaka Airport","Mbandaka","Congo (Kinshasa)",0.0226,18.2887
1027,"Gbadolite Airport","Gbadolite","Congo (Kinshasa)",4.25321,20.9753
1028,"Gemena Airport","Gemena","Congo (Kinshasa)",3.23537,19.7713
1029,"Kotakoli Airport","Kotakoli","Congo (Kinshasa)",4.15764,21.6509
1030,"Lisala Airport","Lisala","Congo (Kinshasa)",2.17066,21.4969
1031,"Bangoka International Airport","Kisangani","Congo (Kinshasa)",0.481639,25.338
1032,"Matari Airport","Isiro","Congo (Kinshasa)",2.82761,27.5883
1033,"Bunia Airport","Bunia","Congo (Kinshasa)",1.56572,30.2208
1034,"Buta Zega Airport","Buta Zega","Congo (Kinshasa)",2.81835,24.7937
1035,"Bukavu Kavumu Airport","Bukavu/kavumu","Congo (Kinshasa)",-2.30898,28.8088
1036,"Goma International Airport","Goma","Congo (Kinshasa)",-1.67081,29.2385
1037,"Kindu Airport","Kindu","Congo (Kinshasa)",-2.91918,25.9154
1038,"Lubumbashi International Airport","Lubumashi","Congo (Kinshasa)",-11.5913,27.5309
1039,"Kolwezi Airport","Kolwezi","Congo (Kinshasa)",-10.7659,25.5057
1040,"Kalemie Airport","Kalemie","Congo (Kinshasa)",-5.87556,29.25
1041,"Kamina Base Airport","Kamina Base","Congo (Kinshasa)",-8.64202,25.2529
1042,"Kananga Airport","Kananga","Congo (Kinshasa)",-5.90005,22.4692
1043,"Mbuji Mayi Airport","Mbuji-mayi","Congo (Kinshasa)",-6.12124,23.569
1044,"Modibo Keita International Airport","Bamako","Mali",12.5335,-7.94994
1045,"Gao Airport","Gao","Mali",16.2484,-0.005456
1046,"Kayes Dag Dag Airport","Kayes","Mali",14.4812,-11.4044
1047,"Mopti Airport","Mopti","Mali",14.5128,-4.07956
1048,"Timbuktu Airport","Tombouctou","Mali",16.7305,-3.00758
1049,"Tessalit Airport","Tessalit","Mali",20.243,0.977308
1050,"Banjul International Airport","Banjul","Gambia",13.338,-16.6522
1051,"Fuerteventura Airport","Fuerteventura","Spain",28.4527,-13.8638
1052,"Hierro Airport","Hierro","Spain",27.8148,-17.8871
1053,"La Palma Airport","Santa Cruz De La Palma","Spain",28.6265,-17.7556
1054,"Gran Canaria Airport","Gran Canaria","Spain",27.9319,-15.3866
1055,"Lanzarote Airport","Arrecife","Spain",28.9455,-13.6052
1056,"Tenerife South Airport","Tenerife","Spain",28.0445,-16.5725
1057,"Tenerife Norte Airport","Tenerife","Spain",28.4827,-16.3415
1058,"Melilla Airport","Melilla","Spain",35.2798,-2.95626
1059,"Lungi International Airport","Freetown","Sierra Leone",8.61644,-13.1955
1060,"Cufar Airport","Cufar","Guinea-Bissau",11.2879,-15.1805
1062,"Spriggs Payne Airport","Monrovia","Liberia",6.28906,-10.7587
1063,"Roberts International Airport","Monrovia","Liberia",6.23379,-10.3623
1064,"Al Massira Airport","Agadir","Morocco",30.325,-9.41307
1065,"Tan Tan Airport","Tan Tan","Morocco",28.4482,-11.1613
1066,"Saïss Airport","Fes","Morocco",33.9273,-4.97796
1067,"Ifrane Airport","Ifrane","Morocco",33.5053,-5.1529
1068,"Moulay Ali Cherif Airport","Er-rachidia","Morocco",31.9475,-4.39833
1069,"Bassatine Airport","Meknes","Morocco",33.8791,-5.51512
1070,"Angads Airport","Oujda","Morocco",34.7872,-1.92399
1071,"Ben Slimane Airport","Ben Slimane","Morocco",33.6554,-7.22145
1072,"Rabat-Salé Airport","Rabat","Morocco",34.0515,-6.75152
1074,"Mohammed V International Airport","Casablanca","Morocco",33.3675,-7.58997
1075,"Menara Airport","Marrakech","Morocco",31.6069,-8.0363
1076,"Kenitra Airport","Kentira","Morocco",34.2989,-6.59588
1077,"Ouarzazate Airport","Ouarzazate","Morocco",30.9391,-6.90943
1078,"Cherif Al Idrissi Airport","Al Hociema","Morocco",35.1771,-3.83952
1079,"Saniat R'mel Airport","Tetouan","Morocco",35.5943,-5.32002
1080,"Ibn Batouta Airport","Tanger","Morocco",35.7269,-5.91689
1081,"Ziguinchor Airport","Ziguinchor","Senegal",12.5556,-16.2818
1082,"Cap Skirring Airport","Cap Skiring","Senegal",12.3953,-16.748
1083,"Kaolack Airport","Kaolack","Senegal",14.1469,-16.0513
1084,"Léopold Sédar Senghor International Airport","Dakar","Senegal",14.7397,-17.4902
1085,"Saint Louis Airport","St. Louis","Senegal",16.0508,-16.4632
1086,"Bakel Airport","Bakel","Senegal",14.8473,-12.4683
1087,"Kédougou Airport","Kedougou","Senegal",12.5723,-12.2203
1088,"Tambacounda Airport","Tambacounda","Senegal",13.7368,-13.6531
1089,"Aioun el Atrouss Airport","Aioun El Atrouss","Mauritania",16.7113,-9.63788
1090,"Tidjikja Airport","Tidjikja","Mauritania",18.5701,-11.4235
1091,"Kiffa Airport","Kiffa","Mauritania",16.59,-11.4062
1092,"Néma Airport","Nema","Mauritania",16.622,-7.3166
1093,"Kaédi Airport","Kaedi","Mauritania",16.1595,-13.5076
1094,"Nouakchott–Oumtounsy International Airport","Nouakschott","Mauritania",18.31,-15.9697
1095,"Sélibaby Airport","Selibabi","Mauritania",15.1797,-12.2073
1096,"Atar International Airport","Atar","Mauritania",20.5068,-13.0432
1097,"Nouadhibou International Airport","Nouadhibou","Mauritania",20.9331,-17.03
1098,"Bir Moghrein Airport","Bir Moghrein","Mauritania",25.2367,-11.5887
1099,"Fria Airport","Fira","Guinea",10.3506,-13.5692
1100,"Faranah Airport","Faranah","Guinea",10.0355,-10.7698
1101,"Tata Airport","Labe","Guinea",11.3261,-12.2868
1102,"Amílcar Cabral International Airport","Amilcar Cabral","Cape Verde",16.7414,-22.9494
1103,"Rabil Airport","Boa Vista","Cape Verde",16.1365,-22.8889
1104,"Maio Airport","Maio","Cape Verde",15.1559,-23.2137
1105,"Preguiça Airport","Sao Nocolau Island","Cape Verde",16.5884,-24.2847
1106,"São Pedro Airport","Sao Vicente Island","Cape Verde",16.8332,-25.0553
1107,"Addis Ababa Bole International Airport","Addis Ababa","Ethiopia",8.97789,38.7993
1108,"Lideta Army Airport","Addis Ababa","Ethiopia",9.00369,38.7255
1109,"Arba Minch Airport","Arba Minch","Ethiopia",6.03939,37.5905
1110,"Axum Airport","Axum","Ethiopia",14.1468,38.7728
1111,"Bahir Dar Airport","Bahar Dar","Ethiopia",11.6081,37.3216
1112,"Aba Tenna Dejazmach Yilma International Airport","Dire Dawa","Ethiopia",9.6247,41.8542
1113,"Gambella Airport","Gambella","Ethiopia",8.12876,34.5631
1114,"Gonder Airport","Gondar","Ethiopia",12.5199,37.434
1116,"Jimma Airport","Jimma","Ethiopia",7.66609,36.8166
1117,"Lalibella Airport","Lalibella","Ethiopia",11.975,38.98
1118,"Mekele Airport","Makale","Ethiopia",13.4674,39.5335
1119,"Asosa Airport","Asosa","Ethiopia",10.0185,34.5863
1120,"Bujumbura International Airport","Bujumbura","Burundi",-3.32402,29.3185
1121,"Egal International Airport","Hargeisa","Somalia",9.51817,44.0888
1122,"Berbera Airport","Berbera","Somalia",10.3892,44.9411
1123,"Kisimayu Airport","Kismayu","Somalia",-0.377353,42.4592
1126,"El Nouzha Airport","Alexandria","Egypt",31.1839,29.9489
1127,"Abu Simbel Airport","Abu Simbel","Egypt",22.376,31.6117
1128,"Cairo International Airport","Cairo","Egypt",30.1219,31.4056
1129,"Cairo West Airport","Cairo","Egypt",30.1164,30.9154
1130,"Hurghada International Airport","Hurghada","Egypt",27.1783,33.7994
1131,"El Gora Airport","El Gorah","Egypt",31.0686,34.1296
1132,"Luxor International Airport","Luxor","Egypt",25.671,32.7066
1133,"Mersa Matruh Airport","Mersa-matruh","Egypt",31.3254,27.2217
1134,"Port Said Airport","Port Said","Egypt",31.2794,32.24
1135,"St Catherine International Airport","St. Catherine","Egypt",28.6853,34.0625
1136,"Aswan International Airport","Aswan","Egypt",23.9644,32.82
1137,"El Tor Airport","El-tor","Egypt",28.209,33.6455
1138,"Eldoret International Airport","Eldoret","Kenya",0.404458,35.2389
1139,"Kakamega Airport","Kakamega","Kenya",0.271342,34.7873
1140,"Kisumu Airport","Kisumu","Kenya",-0.086139,34.7289
1141,"Kitale Airport","Kitale","Kenya",0.971989,34.9586
1143,"Lodwar Airport","Lodwar","Kenya",3.12197,35.6087
1144,"Manda Airstrip","Lamu","Kenya",-2.25242,40.9131
1145,"Mombasa Moi International Airport","Mombasa","Kenya",-4.03483,39.5942
1146,"Naivasha Airport","Naivasha","Kenya",-0.787953,36.4335
1147,"Nairobi Wilson Airport","Nairobi","Kenya",-1.32172,36.8148
1148,"Moi Air Base","Nairobi","Kenya",-1.27727,36.8623
1149,"Wajir Airport","Wajir","Kenya",1.73324,40.0916
1150,"Bu Attifel Airport","Buattifel","Libya",28.7954,22.0809
1151,"Warehouse 59e Airport","Giallo","Libya",28.6385,21.438
1152,"Ghat Airport","Ghat","Libya",25.1456,10.1426
1153,"Kufra Airport","Kufra","Libya",24.1787,23.314
1154,"Benina International Airport","Benghazi","Libya",32.0968,20.2695
1156,"Sabha Airport","Sebha","Libya",26.987,14.4725
1157,"Tripoli International Airport","Tripoli","Libya",32.6635,13.159
1158,"Marsa Brega Airport","Marsa Brega","Libya",30.3781,19.5764
1159,"Ras Lanuf Oil Airport","Ras Lanouf V 40","Libya",30.5,18.5272
1160,"Hon Airport","Hon","Libya",29.1101,15.9656
1161,"Dahra Airport","Dahra","Libya",29.4726,17.9349
1162,"Ghadames East Airport","Ghadames","Libya",30.1517,9.71531
1163,"Zella 74 Airport","Zella 74","Libya",28.5899,17.2939
1164,"Gisenyi Airport","Gisenyi","Rwanda",-1.6772,29.2589
1165,"Kigali International Airport","Kigali","Rwanda",-1.96863,30.1395
1166,"Kamembe Airport","Kamembe","Rwanda",-2.46224,28.9079
1167,"Dongola Airport","Dongola","Sudan",19.1539,30.4301
1168,"Damazin Airport","Damazin","Sudan",11.7859,34.3367
1169,"El Fasher Airport","El Fasher","Sudan",13.6149,25.3246
1170,"Kassala Airport","Kassala","Sudan",15.3875,36.3288
1171,"Kadugli Airport","Kadugli","Sudan",11.138,29.7011
1172,"El Obeid Airport","El Obeid","Sudan",13.1532,30.2327
1173,"Juba International Airport","Juba","South Sudan",4.87201,31.6011
1174,"Malakal Airport","Malakal","Sudan",9.55897,31.6522
1175,"Khartoum International Airport","Khartoum","Sudan",15.5895,32.5532
1176,"Arusha Airport","Arusha","Tanzania",-3.36779,36.6333
1177,"Julius Nyerere International Airport","Dar Es Salaam","Tanzania",-6.87811,39.2026
1178,"Dodoma Airport","Dodoma","Tanzania",-6.17044,35.7526
1179,"Iringa Airport","Iringa","Tanzania",-7.66863,35.7521
1180,"Kilimanjaro International Airport","Kilimanjaro","Tanzania",-3.42941,37.0745
1181,"Lake Manyara Airport","Lake Manyara","Tanzania",-3.37631,35.8183
1182,"Mtwara Airport","Mtwara","Tanzania",-10.3391,40.1818
1183,"Mwanza Airport","Mwanza","Tanzania",-2.44449,32.9327
1184,"Pemba Airport","Pemba","Tanzania",-5.25726,39.8114
1185,"Tanga Airport","Tanga","Tanzania",-5.09236,39.0712
1186,"Abeid Amani Karume International Airport","Zanzibar","Tanzania",-6.22202,39.2249
1187,"Entebbe International Airport","Entebbe","Uganda",0.042386,32.4435
1189,"Soroti Airport","Soroti","Uganda",1.72769,33.6228
1190,"Tirana International Airport Mother Teresa","Tirana","Albania",41.4147,19.7206
1191,"Burgas Airport","Bourgas","Bulgaria",42.5696,27.5152
1192,"Gorna Oryahovitsa Airport","Gorna Orechovica","Bulgaria",43.1514,25.7129
1193,"Plovdiv International Airport","Plovdiv","Bulgaria",42.0678,24.8508
1194,"Sofia Airport","Sofia","Bulgaria",42.6967,23.4114
1195,"Stara Zagora Airport","Stara Zagora","Bulgaria",42.3767,25.655
1196,"Varna Airport","Varna","Bulgaria",43.2321,27.8251
1197,"Larnaca International Airport","Larnaca","Cyprus",34.8751,33.6249
1198,"Paphos International Airport","Paphos","Cyprus",34.718,32.4857
1199,"RAF Akrotiri","Akrotiri","Cyprus",34.5904,32.9879
1200,"Dubrovnik Airport","Dubrovnik","Croatia",42.5614,18.2682
1201,"Osijek-Čepin Airfield","Cepin","Croatia",45.5428,18.6319
1202,"Osijek Airport","Osijek","Croatia",45.4627,18.8102
1203,"Pula Airport","Pula","Croatia",44.8935,13.9222
1204,"Grobnicko Polje Airport","Grobnik","Croatia",45.3795,14.5038
1205,"Rijeka Airport","Rijeka","Croatia",45.2169,14.5703
1206,"Split Airport","Split","Croatia",43.5389,16.298
1207,"Varaždin Airport","Varazdin","Croatia",46.2946,16.3829
1208,"Zagreb Airport","Zagreb","Croatia",45.7429,16.0688
1209,"Zadar Airport","Zadar","Croatia",44.1083,15.3467
1210,"Udbina Air Base","Udbina","Croatia",44.5576,15.7744
1211,"Albacete-Los Llanos Airport","Albacete","Spain",38.9485,-1.86352
1212,"Alicante International Airport","Alicante","Spain",38.2822,-0.558156
1213,"Almería International Airport","Almeria","Spain",36.8439,-2.3701
1214,"Asturias Airport","Aviles","Spain",43.5636,-6.03462
1215,"Córdoba Airport","Cordoba","Spain",37.842,-4.84888
1216,"Bilbao Airport","Bilbao","Spain",43.3011,-2.91061
1218,"Barcelona International Airport","Barcelona","Spain",41.2971,2.07846
1219,"Badajoz Airport","Badajoz","Spain",38.8913,-6.82133
1220,"A Coruña Airport","La Coruna","Spain",43.3021,-8.37726
1221,"Armilla Air Base","Granada","Spain",37.1332,-3.63569
1222,"Girona Airport","Gerona","Spain",41.901,2.76055
1223,"Federico Garcia Lorca Airport","Granada","Spain",37.1887,-3.77736
1224,"Getafe Air Base","Madrid","Spain",40.2941,-3.72383
1225,"Ibiza Airport","Ibiza","Spain",38.8729,1.37312
1226,"Jerez Airport","Jerez","Spain",36.7446,-6.06011
1227,"San Javier Airport","Murcia","Spain",37.775,-0.812389
1229,"Adolfo Suárez Madrid–Barajas Airport","Madrid","Spain",40.4719,-3.56264
1230,"Málaga Airport","Malaga","Spain",36.6749,-4.49911
1231,"Menorca Airport","Menorca","Spain",39.8626,4.21865
1232,"Moron Air Base","Sevilla","Spain",37.1749,-5.61594
1233,"Ocaña Airport","Ocana","Spain",39.9375,-3.50333
1234,"Pamplona Airport","Pamplona","Spain",42.77,-1.64633
1235,"Alcantarilla Air Base","Murcia","Spain",37.9511,-1.23032
1236,"Reus Air Base","Reus","Spain",41.1474,1.16717
1237,"Rota Naval Station Airport","Rota","Spain",36.6452,-6.34946
1238,"Salamanca Airport","Salamanca","Spain",40.9521,-5.50199
1239,"Son Bonet Airport","Son Bonet","Spain",39.5989,2.70278
1241,"San Luis Airport","San Luis","Spain",39.8622,4.25833
1242,"San Sebastian Airport","San Sebastian","Spain",43.3565,-1.79061
1243,"Santiago de Compostela Airport","Santiago","Spain",42.8963,-8.41514
1244,"Pirineus - la Seu d'Urgel Airport","Seo De Urgel","Spain",42.3386,1.40917
1245,"Torrejón Airport","Madrid","Spain",40.4967,-3.44587
1246,"Valencia Airport","Valencia","Spain",39.4893,-0.481625
1247,"Valladolid Airport","Valladolid","Spain",41.7061,-4.85194
1249,"Vitoria/Foronda Airport","Vitoria","Spain",42.8828,-2.72447
1250,"Vigo Airport","Vigo","Spain",42.2318,-8.62677
1251,"Santander Airport","Santander","Spain",43.4271,-3.82001
1252,"Zaragoza Air Base","Zaragoza","Spain",41.6662,-1.04155
1253,"Sevilla Airport","Sevilla","Spain",37.418,-5.89311
1254,"Calais-Dunkerque Airport","Calais","France",50.9621,1.95476
1255,"Péronne-Saint-Quentin Airport","Peronne","France",49.8685,3.02958
1256,"Nangis-Les Loges Airport","Nangis","France",48.5962,3.00679
1257,"Bagnoles-de-l'Orne-Couterne Airport","Bagnole-de-l'orne","France",48.5458,-0.387444
1258,"Albert-Bray Airport","Albert","France",49.9715,2.69766
1259,"Le Touquet-Côte d'Opale Airport","Le Tourquet","France",50.5174,1.62059
1260,"Valenciennes-Denain Airport","Valenciennes","France",50.3258,3.46126
1261,"Amiens-Glisy Airport","Amiens","France",49.873,2.38707
1262,"Agen-La Garenne Airport","Agen","France",44.1747,0.590556
